id,location_id,service_id,organization_id,contact_id,service_at_location_id,number,extension,type,language,description,department
289,,"867803749314522,1207720606469506,781718626017793",1102961709884725,,,"(202) 526-0017",,voice,,"Virginia Williams Family Resource Center",
290,661085324813258,"636366666716828,712328327930380",808240584407061,,,"(703) 347-6042",,voice,,,
291,1117118492901641,"1060415349793008,1156215543966047,1050554025156180,929859824925404,965942393503991,645694919920041,1262506217054044,877165496793556",779339057787762,898773495903441,,"(301) 585-6556",,voice,,,
292,1076247615804558,833282615728356,540732570709574,,,"(202) 269-6632",,fax,,"Academy of Hope - Northeast Site (Ward 5/Main site)",
293,,1138527811978367,1275858156254689,,,"(202) 364-0020",,voice,,,
294,854967346211154,,619974574898067,,,"(202) 388-4332",,fax,,,
295,1279229683648851,"915604912347301,1086669106439677,1107196998383990,621585086191000,564257031952303",1203024767725850,,,"(202) 407-7747",,voice,,,
296,1269099704638669,"1214461475383160,1215155337816976,944086458634778,1053339592565591,1134632582399004",794184973835515,,,"(202) 835-8376",,fax,,,
297,658610517897796,,,,,"(202) 673-3211",,voice,,,
298,1300388977460036,1279930862215019,,,,"(301) 439-5944",,voice,,,
299,1116757915659329,"1095497824033311,1099208107604478,948838805132982,1281848063989826,952194300736035,841673521697595,1095945124402776,1252999982476801,1171107809657948,770730332028956,1182835937166583,1101657033380655",880448544501253,,,"(202) 462-4788",,voice,,,
300,1273232122875210,"665233370065008,1073041672347811",1311337308136967,,,"(202) 319-2225",,voice,,,
301,1326321443548696,,808240584407061,,,"(703) 799-7015",,voice,,,
302,779234665793356,,,,,"(703) 527-4966",,voice,,,
303,,1336452381281967,,777671911507018,,"(202) 459-4004",,voice,,,
304,,1066076138766405,,,,"(202) 900-9466",,voice,,"HCS Fair Housing Complaint line",
305,748318220525650,,,,,"(202) 243-1188",,voice,,,
306,,"907038865795598,586068010954858",,,,"(202) 381-0899",,voice,,"SOME Medical Clinic",
307,1140130619656796,606430121530643,1315578558618439,,,"(202) 673-9319",,voice,,"Comprehensive Psychiatric Emergency Program",
308,,"823287765002075,1272403811888637",1235669446637932,913685472046228,,"(202) 238-4733",,voice,,,
309,1092756194618999,,,,,"(301) 587-5700",,voice,,,
310,1281896636126927,,,,,"(202) 673-3208",,voice,,,
311,834036632030985,,,,,"(703) 522-1700",,voice,,,
312,750119883782411,,818433220295218,,,"(301) 445-3139",,voice,,"Front Desk",
313,1243562110622958,1257962156531903,766867144136285,,,"(202) 526-1730",,voice,,,
314,1261462848590883,,,,,"(202) 673-3231",,voice,,,
315,825454741717939,,1278194418924146,,,"(202) 296-5363",,voice,,,
316,1185094328556228,,1275858156254689,,,"(202) 362-2587",,fax,,,
317,,"1280199390097891,1124712566709259,758678154564108,927525077065562,1154673214411715,856388971104613",785453766981777,,,"1 (800) 369-2273",,voice,,,
318,,916595636524322,1287549685614240,,,"(202) 851-3278",,voice,,,
319,,1310340922667081,,,,"(202) 698-4316",,voice,,"Refugee Resettlement Office",
320,1191044209171136,,818433220295218,,,"(301) 933-4461",,voice,,Membership,
321,,,1091742936273498,,,"(202) 462-0807",,fax,,"FEMS fax line",
322,1168148392185022,,,,,"(571) 405-5700",,fax,,,
323,"1012043594454236,1193198730195892","1152526034865988,855368086683971",638023829270297,,,"(202) 889-3660",,voice,,"Brighter Day Ministries - both locations",
324,,"923927696574335,1114627657542591",558598955804152,,,"(703) 323-6494",,voice,,,
325,1183173298558849,"805290013325766,1227451026876891,1146427923405605,954742655318156,1102203467116873,982207553498582,1108394531508208,635645258311778,1160836319132411",828308705468984,,,"(202) 434-2120",,voice,,"AARP Legal Counsel for the Elderly main line",
326,778922579379097,936010727694695,,,,"(202) 388-3001",,voice,,,
327,977080631663121,"943521538490652,1210758210255628",1077851308935499,,,"(202) 393-3572",22,voice,,,
328,,"822981725695134,808409696885770,604071251546446,1308810783033235,1242580580751174,925576284170577,1310753806244301,988349124502327",734905843461372,,,"(202) 232-8150",,voice,,,
329,,1095621090051578,,,,"(202) 476-3867",,voice,,,
330,994933787004216,,1214030857673383,,,"(202) 727-1101",,voice,,,
331,,"1311323215134581,859847606001066",951819432538468,,,"(202) 465-4065",,voice,,,
332,1283768891049166,,1251281769259929,,,"(202) 265-0149",,voice,,,
333,,567687090092713,1287549685614240,,,"(202) 545-2024",,voice,,"Energy assistance program",
334,819741028296646,,,,,"(202) 832-1984",,fax,,,
335,893470451792465,"1191828341135162,915801395995557,843417621771816,997382439625145,827423614142820,998818821487302,617802974901710,1102573292657410,1005856083111610,1048725052232264",,,,"(202) 889-7901",,voice,,,
336,1092715705970916,,820630706542898,,,"(202) 895-0238",,voice,,,
337,,612333310679780,,,,"(202) 350-4305",,voice,,"Legal services at Catholic Charities",
338,935244522535810,,,,,"(202) 645-4532",,voice,,,
339,,"1261327178795055,640682707343284,628467166072226",1143076176825121,,,"(202) 745-7000",,voice,,"Whitman-Walker Health main line",
340,1214403176463678,667384544326235,,,,"(301) 839-1960",201,voice,,,
341,1096962324914778,749482802649696,,,,"(202) 483-8916",,voice,,,
342,645373982298053,,808240584407061,,,"(703) 619-2800",,voice,,,
343,,569171803920168,,,,"(301) 984-1742",,voice,,"JSSA Premier Homecare",
344,1143767333255844,,,,,"(202) 673-3213",,voice,,,
345,851341569805212,"1272667351561003,1280595935871142,900958041480936,922272298366059",949759665008692,,,"(202) 624-0010",,voice,,,
346,841012551878129,"1193500689688597,619060926571379",1206510419155059,,,"(202) 265-2400",,voice,,,
347,,1310979690934901,558598955804152,,,"(703) 652-1515",,voice,,,
348,1117622155194782,647744623033900,,,,"(202) 547-1619",,fax,,,
349,,,1093139785713640,1234985940580368,,"(202) 503-1530",,voice,,,
350,,"831023871673011,788148809413936",,,,"(202) 673-3331",,voice,,"Fire Safety phone number",
351,769953967292170,,,,,"(301) 468-1740",,voice,,,
352,602400615052275,"1176697876442539,1184935193727472",1005694830501113,,,"(202) 733-3643",,voice,,"Services line",
353,799734694979867,,605309967915458,,,"(202) 687- 0821",,voice,,,
354,,794274095677299,,,,"(202) 797-4457",,voice,,"Trans Health helpline",
355,,1235224978747922,619974574898067,1073237094588764,,"(202) 639-9762",,voice,,,
356,891308792501399,1246421144702219,,,,"(202) 726-3623",,fax,,,
357,891549215171790,786696636711619,1275681929536705,,,"(202) 289-4480",,voice,,,
358,,790527027022440,1235669446637932,1015039445626990,,"(202) 238-4691",,voice,,,
359,"608530994924722,611309881787759",592279932552007,1115449373062853,,,"(202) 332-5000",,voice,,,
360,,1156734654820399,1093139785713640,618018739209390,,"(202) 503-1531",,voice,,,
361,,756512918126172,,,,"(202) 745-6151",,voice,,"Whitman Walker insurance helpline",
362,1156951251699636,,,,,"(202) 673-3202",,voice,,,
363,995487732055408,,,,,"(202) 673-3218",,voice,,,
364,1320760535782101,,,,,"(202) 636-4225",,voice,,,
365,1276182199916444,,747066554934957,,,"(202) 667-7001",,voice,,,
366,645897759928377,"1120925823267751,1076835020018645,1107751503709452,1228697695545072",592376182631330,,,"(703) 836-1021",,voice,,,
367,584215858451001,"605385202624201,991462076076973,739062573866794,1003036537750667,643156433763559,1107276468708862",,,,"(202) 724-4208",,voice,,,
368,891308792501399,1246421144702219,,,,"(202) 726-2203",,voice,,,
369,1319844001361667,,818433220295218,,,"(571) 320-1761",,voice,,"Front Desk",
370,,998910660786600,,1181406845041590,,"(202) 293-9580",,voice,,,
371,908942274584388,876118989495452,,,,1-888-884-2327,,voice,,,
372,"1202618027693441,953875575104132,1146850101014457","935391639326831,927583086660595,877408991389663,771415038083007,1330210073954058,600311424612877,993277267161005",1287549685614240,,,"(202) 483-8196",,voice,,,
373,,"905112130077089,748538600142879,1210844998367589",940993634917751,,,"(202) 269-2277",,voice,,,
374,,811588311148333,,,,"1 (800) 473-9622",,voice,,,
375,783704808784700,"1273614384596478,580060602461538,853599380702227,1107477274966494,1229961680483259,1166038612489262,1135119642997578",1281888937730435,,,"(202) 291-4707",,,,"Andromeda Transcultural Health",
376,,894487344015737,1315578558618439,,,"(202) 481-1440",,voice,,"24/7 hotline for emergency intervention for children facing a mental or behavioral health crisis.",
377,770924552273178,911214413937448,,994255643742772,,"(301) 365-4480",x146,voice,,"Hayward Mouton's extension",
378,"773036230997063,771442194435641","1162124852182078,958276513381633",1277625881451110,,,"(202) 889-7296",,voice,,"Allen Chapel AME",
379,,808097983123711,,1254186834145600,,"(202) 838-9283",,voice,,,
380,"1274248047601637,1319844001361667,750119883782411,1317058386900282,1190288283777701,1006643802398414,1191044209171136,943694322277545","871369531788799,833348686999567,1049343334916651,960670406610559,572649600558239,646181177473340,837177248603522",818433220295218,,,"(866) 765-2272",,voice,,"All centers",
381,,1112712465466061,,,,"(202) 476-2486",,voice,,,
382,,1243005448190685,,,,"(202) 292-4460",,voice,,"SOME Center for Employment Training (CET)",
383,,930620453165185,1311337308136967,830526267545518,,"(415) 412-3505",,voice,,,
384,,845610250708517,,,,"(202) 442-5900",,voice,,,
385,1288638701381373,1279930862215019,,,,"(202) 722-2288",,fax,,,
386,,1106228409807836,,,,202-727-2142,,voice,,"Center for Accessibility phone line",
387,1137892633327650,,644590666868771,,,"(202) 462-4330",,voice,,,
388,,940090750283296,,,,"(202) 681-3098",,,,,
389,1270081732081180,,949759665008692,,,"(202) 610-0669",,fax,,,
390,1120606829940602,"813818370182701,1177461710635594,1304753692724881",1142792103155243,,,"(202) 396-1200",,voice,,,
391,637684733149897,,1275858156254689,,,"(202) 635-9384",,voice,,,
392,938559947702992,"1089414876670662,974973185011225,830345150121911,973083960423797",1108475181801971,,,"(888) 327-8060",,voice,,"Toll free",
393,1273232122875210,"665233370065008,1073041672347811",1311337308136967,,,"(202) 462-5696",,fax,,,
394,,849020259682919,961854161533682,,,"(202) 877-7000",,voice,,"MedStar WMC Main Line",
395,571421925629438,"1144419665946228,979425998294597,669665309659481,1150603832651756,855260709365984,1331055862752219",948639800544467,,,"(202) 645-3200",,voice,,,
396,748854388242171,,900390741392973,,,"(202) 266-6328",,voice,,,
397,,1227144157948013,,743955373227644,,"(202) 450-2461",,voice,,,
398,843887752849047,"787172371237208,569553997851039",667513392468817,,,"(202) 296-8563",,voice,,,
399,,1284579209460045,,,,"(202) 265-2255",,voice,,"HCS Foreclosure Prevention line",
400,1266181157379469,"834804986562892,627561586053944,1297938251275210,1153101336983128",1213518469346648,,,"(202) 387-6755",,voice,,,
401,789780848857990,699332863961289,1296086003080295,,,"(301) 330-0222",,voice,,,
402,,"1124936156339923,623211094881349",,825924341006810,,"(202) 312-7159",,voice,,,
403,1006643802398414,,818433220295218,,,"(240) 491-5754",,voice,,Membership,
404,1140130619656796,"1255828431025209,1183803576061841,756433271745315,876179328673488,811251791719847,765148434335618",884317159187782,,,1-888-793-4357,,voice,,,
405,1285941015621805,,,,,"(202) 727-0232",,voice,,,
406,1156298037800579,947021731311865,,,,"(202) 673-6993",,fax,,,
407,1221541137308778,"1106022191121920,972396791405136,619838171879237",1247526031790659,,,"(202) 783-0519",,fax,,"Asbury United Methodist Church",
408,,"923927696574335,753350947911582,1114627657542591",558598955804152,,,"(301) 738-3252",,voice,,,
409,,1242062893800378,,1169786376431513,,"(202) 400-5194",,voice,,,
410,626384571287639,"1228391315842600,1172610413356554,905246821897219,1166513065360124,937486809669218,886045211613436,962682510401278,1092865667584408",868277751391055,,,"(202) 355-5155",,voice,,,
411,1091301498101680,,,,,"(301) 765-5497",,fax,,,
412,1062849514501246,,803246513313364,,,"(202) 550-4547",,voice,,,
413,902244835227859,,862024217673800,,,"(202) 678-2879",,fax,,,
414,909412769598597,,,,,"(202) 715-7708",,voice,,,
415,1095290768316947,,,,,"(202) 399-1385",,voice,,,
416,969410719625582,,,,,"(202) 243-1184",,voice,,,
417,,985265076202488,883017980786398,,,"(312) 673-5517",,voice,,,
418,,936010727694695,1311337308136967,880856273883514,,"(202) 660-1636",,voice,,,
419,,874318868056401,,1104761520530391,,"(202) 444-0747",,voice,,,
420,,"806942363715001,1278460102567092",1275858156254689,,,"(202) 715-7649",,voice,,,
421,580105202701779,,1189929745395085,,,"(202) 726-0800",,voice,,,
422,1134258246707073,"846114903100076,769155518616587,815900335838427,989132061763461",921180108977126,,,"(202) 541-6200",,voice,,,
423,844015447975705,,960893870849573,,,"(202) 882-7345",,voice,,,
424,,862520686520779,984055402205420,,,"(571) 748-2680",,voice,,,
425,,,1184125055440866,,,"(202) 882-9343",,fax,,,
426,1319160943243149,,626697805700987,,,"(703) 207-9204",,fax,,,
427,1263123342132362,,619974574898067,,,"(202) 388-9209",,fax,,,
428,977080631663121,"895263756347270,702296325594248,709150850319193,831230865396411,1220731362295108",,,,"(202) 706-7150",,voice,,"Main line to Asian Pacific American Legal Resource Center",
429,1255666996034353,"900938870720008,645639147901738",687390186581235,,,"(202) 544-3150",,voice,,"Everyone Home DC Shirley's Place Day Center",
430,621313880084833,,671975015184031,,,"(202) 724-5454",,voice,,,
431,1118558741921381,,1126607081226356,,,"(703) 204-9100",,voice,,,
432,855494369304069,,966440815617344,,,"(202) 562-6339",,voice,,"Paramount Baptist Church",
433,,1084038513265975,619974574898067,785778460285840,,"(202) 644-1406",,voice,,,
434,1013981933889035,823996409566009,,,,"(202) 525-4864",,voice,,,
435,851341569805212,,949759665008692,,,"(202) 624-0062",,fax,,,
436,,"1065774935455892,1161194466996208,635447872052057,876729070668740",,,,"(202) 698-4334",,voice,,"DHS Youth Services Division",
437,,846905885724829,558598955804152,,,"(703) 652-1510",,voice,,,
438,"597782883329806,1130366462113469,572575030404839,1155644945880700","757996066878670,1276572352527456","765268136875870,1180009592526991",,,"(202) 347-8870",,voice,,,
439,,,940993634917751,,,"(202) 635-4265",,fax,,,
440,,"925701018774057,1234923855165980",1235669446637932,,,"(202) 231-7910",,voice,,,
441,1269501575509775,,926810814518189,,,"(703) 696-3510",,voice,,,
442,840683017480302,"1191745074402257,635982208196027,1179791140220795,1229999806342320,1179146027456024,857757181402658,790000784900182",1193385899950220,,,"(202) 396-0534",,voice,,,
443,"1134996153077734,1293661242956981","677821283847495,825698319066110,858728937671038",618748399513081,,,"(301) 608-3504",,,,,
444,,570279198497703,1287549685614240,,,"(202) 389-2486",,voice,,"Health Home director",
445,1098092408059985,,,,,"(202) 939-5946",,voice,,,
446,1116308991917029,,1209774179868983,,,"(202) 467-4949",,fax,,,
447,,"635109381708667,592501622177001,784048807434548,603541148832875,1213896805616958,543129663940995,821743187538963,1262777533509176",949759665008692,,,"(202) 204-5021",,voice,,,
448,802247163324047,"1299749997616354,806763348310571",968246809109996,,,"(202) 483-7008",,voice,,,
449,1197859127148279,,1316999943437051,,,"(202) 373-0052",,fax,,"OIC/DC Headquarters",
450,,1202085877211897,1316999943437051,769070738624257,,"(202) 670-9644",,voice,,,
451,1116308991917029,"892274678523551,882977120503000,956603811443415",1209774179868983,,,"(202) 467-4900",,voice,,,
452,1286290424953168,,885909108792595,,,"(202) 637-7000",,voice,,,
453,,1084038513265975,619974574898067,785778460285840,,"(301) 433-2460",,voice,,,
454,1218401963055584,"940893098849307,933051063868149,837604202154040,1203534029319840,880643153888927,1231073685933274,1246366130479163,1171496076891511",923928818796358,,,"(202) 730-1700",,voice,,"DDS Main Line",
455,804162820575251,,,,,"(202) 741-4100",,voice,,,
456,,586528011285719,,925471981136466,,202-470-1530,,voice,,,
457,666585505385556,"725328222364770,830255620342454,674097006531397,1089573809572411,1337736663266538,689392643888484",889057390402463,,,"(202) 626-0700",,voice,,"YWCA Main Line",
458,,665741809852890,,,,"(202) 675-9370",,voice,,,
459,,"658172156866857,1282627737254185",,,,"(202) 292-4493",,voice,,"SOME Senior Housing Line",
460,1221541137308778,"1106022191121920,972396791405136,619838171879237",1247526031790659,,,"(202) 628-0009",,voice,,"Asbury United Methodist Church",
461,"1299568679392516,834393407905740","1019809336799909,854557082490435",992550837539148,,,"(202) 234-6855",,voice,,"Main Line",
462,,1135146593857359,,,,"(301) 838-8770",,voice,,,
463,,1226032227700549,1093139785713640,1008004012360540,,"(202) 503-1521",,voice,,,
464,,566547951213450,1329764475795847,,,"(202) 442-9170",,voice,,,
465,"1202618027693441,953875575104132,1146850101014457","935391639326831,927583086660595,877408991389663,771415038083007,916595636524322,912682382040353,1222212212143407,1171041183154896,1330210073954058,1102764489219960,570279198497703,834474801815094,600311424612877,1135984147096642,615102245607234,1073305429578122,1281873572081806,819105625973846,1149133594765984",,,,"(844) 796-2797",,voice,,"Appointment Line",
466,,,818433220295218,,,"(240) 491-5746",,voice,,,
467,572608168009697,,894973668784309,,,"(800) 833-3722",,voice,,,
468,"1295065323399805,1241825498211259,883870204820767","882832254990502,1198461656471923",1187309405282204,,,"(202) 462-3375",,voice,,"Mazique Parent Child Resource Center",
469,890225932378329,,,,,"(202) 724-4752",,voice,,,
470,1020706673677182,,802638496440415,,,"(301) 345-1609",,fax,,"MD Fax",
471,,1296908548961437,,,,"(202) 667-7608",,voice,,"HCS Multi-Family Department",
472,1276820526849172,,896693842803738,,,"(202) 667-9100",,voice,,,
473,591956672701732,"1232667842792865,1212568722090763,815127350806373,660488487868159",752311766026273,,,"(202) 638-0750",,voice,,,
474,,,818433220295218,,,"(571) 210-2521",,voice,,"Culmore Worker Line",
475,,"585243045568447,1207508787914960",949759665008692,,,"(202) 204-5008",,voice,,,
476,,1208455747240239,,,,"(202) 800-8359",,voice,,"MetroHealth Healthy Weight Program line",
477,,,1084290800451609,,,"(202) 777-1600",,voice,,,
478,980257350381118,,,,,"(202) 461-3701",,voice,,,
479,908942274584388,1097124274962034,,,,"(202) 476-4733",,voice,,,
480,,"912682382040353,1102764489219960,819105625973846",1287549685614240,,,"(202) 851-3971",,voice,,"Sexual health hotline",
481,853177830631548,,1203024767725850,,,"(202) 563-1060",,voice,,,
482,,1098453015435360,,,,"(202) 727-8370",,voice,,"Health Insurance counseling for seniors",
483,,1135984147096642,,,,"(202) 674-3754",,voice,,,
484,678805469856026,1195264768754640,1189940866829310,,,"(202) 635-5953",,voice,,"Anchor Counseling Services",
485,1300354176059967,"622678818794830,788869158854905,684120515696887,1024506699237541",1150393600767860,,,"(202) 783-7343",,voice,,,
486,1204439644410266,,,,,"(202) 673-3224",,voice,,,
487,,1118257508626334,,,,"(202) 364-7602",,voice,,"Sibley Senior Association Office",
488,,1222212212143407,1329764475795847,,,"(888) 793-4397",,voice,,,
489,1205691016832902,"1162872937044136,656227428086310,890897735410541,1109422900006648,1099503418949118,1011096322447568,767973914805055,605021814890791,631018985097612,951898939560579",1068988531733400,,,"(202) 610-9600",,voice,,,
490,,872527579879656,,,,"(202) 888-4834",,voice,,,
491,,"788737234026052,668308234545683,764175671702359,905306461107838,1211968393866435,649896826316937",809020738848766,,,"(855) 402-3645",,voice,,"Vitas healthcare appointment line",
492,861950181964621,,1058892834992313,,,"(202) 234-0792",,fax,,,
493,577218861870418,,,,,"(703) 742-8800",,voice,,,
494,616726566011959,"834804986562892,627561586053944,1297938251275210,1153101336983128",1213518469346648,,,"(202) 518-0466",,voice,,,
495,,1091696179482661,,,,"(301) 816-2676",,voice,,"JSSA Hospice Hotline",
496,,652787019720552,1093139785713640,1114156503759940,,"(202) 503-1524",,voice,,,
497,888565255284134,,,,,"(202) 673-3219",,voice,,,
498,1289696854137570,"635447872052057,608659423860858",,,,"(202) 547-7777",,voice,,"Runaway and Homeless Youth (RHY) Hotline
Safe Place Hotline",
499,"1139106965939659,893134611210108,1173183937901099","1135547983717044,659175264242163,1136496312754304,638870700632782,929579985962021,1156988661828912,1333335607705891,911241036881136,1317811461953516,1266964744981497,967262538035937,1172430599453041,795565312115643,1188657221119765,897674219161316,1074220347849802,1275451737359298,914571037644850",1280943812182660,,,"(202) 745-7118",,voice,,,
500,,1204195770141501,1311337308136967,673299998424238,,"(202) 344-7849",,voice,,,
501,"827272218664674,896075604878271","850231451296174,1081615978709955,1053054069738308,983357706289803,1185047725805350",1265547770857863,,,"(202) 842-1112",,voice,,,
502,1272787330877007,,,,,"(202) 889-0643",,voice,,,
503,,"890827452085799,842898274944169,905929309244389",1193385899950220,,,"(202) 526-3685",,voice,,"Outreach center",
504,,788331982799867,,,,"(202) 727-0284",,voice,,,
505,"1170496916271417,1216455345037992","761729408560878,1108270050321045",1001381268835594,,,"(202) 387-4848",,voice,,,
506,959526986815629,,,,,"(202) 727-8857",,voice,,,
507,,1280097613047736,,1266239632639643,,"(202) 238-4675",,voice,,,
508,1317058386900282,,818433220295218,,,"(240) 821-5816",,voice,,Membership,
509,,904936764071739,558598955804152,,,"(301) 255-4250",,voice,,,
510,"1284378916833442,816235551756131,1157647595052033,1264887939520326","617717048691003,795647463619947,973325735749516,1245717986328193,761788898992773",790090664353865,,,"(202) 628-1161",,voice,,"Legal Aid Intake Line",
511,1256876059595748,,,,,"(202) 541-6100",,voice,,,
512,1327111523498666,"690963495070781,1110339029289646",949931067639251,,,"(202) 561-5941",,voice,,"Outreach Center",
513,933666460806255,"848660009135175,942680278683430",1293547606068658,,,"(202) 373-5728",,fax,,"Breathe DC fax",
514,1268130794771257,"896329421364349,891803649812249",1315578558618439,,,"(202) 727-8473",,voice,,,
515,1245305987898697,"763809067838037,1214338575557271,778515041064471,804348455722045,605278265206856,862710749221593,827054024656401",808240584407061,,,"(703) 768-7106",,voice,,,
516,1012693305656130,1222229505999659,,,,"(202) 727-0321",,voice,,,
517,,"1115001618582576,1079413184215525",,,,"(202) 939-2400",x922,voice,,"SCC Dental Appointments Line",
518,1168148392185022,,,,,"(571) 226-8380",,voice,,,
519,,,922936496993279,,,"(202) 238- 4600",,voice,,,
520,1191044209171136,,818433220295218,,,"(240) 491-5772",,voice,,Employment,
521,693037857857932,"1183846216660530,974276139813148,824258346211268",884317159187782,,,"(202) 745-0073",,voice,,,
522,1250565194691665,998881009851013,,651477640046471,,"(202) 885-9613",,voice,,,
523,1220403887966540,,,,,"(202) 281-2583",,voice,,,
524,1044411535350668,"643521097828873,720253176536744",1303478330484169,,,"(202) 234-0707",,voice,,,
525,877576876041734,,,,,"(202) 673-3212",,voice,,,
526,903980033462689,,,,,"(202) 673-3214",,voice,,,
527,,1236034161171034,1265909136483839,,,"(202) 397-7300",,voice,,"East River Family Strengthening Collaborative, Inc. (ERFSC)",
528,"999180107217935,646112200857058",,,,,"(202) 635-5580",,voice,,,
529,861950181964621,,1151742654940869,,,"(202) 265-8200",,voice,,,
530,,1283223847414633,1315578558618439,1124654739408602,,"(202) 597-2895",,voice,,,
531,,1293934201497994,621917000765528,,,"(202) 715-2658",,voice,,,
532,870176486464739,,1198399473786797,,,"(202) 797-8806 ext 1311",,voice,,,
533,834393407905740,"1019809336799909,854557082490435",,,,"(888) 793-4357",,voice,,"Access Line",
534,1132222085127471,,,,,"(202) 673-3221",,voice,,,
535,,650113925000399,,,,"(202) 279-1815",,voice,,"Unity Diabetes Prevention Program line",
536,"1319160943243149,583377819980477",614870969341256,626697805700987,,,"(703) 207-9173",,voice,,,
537,1327111523498666,,949931067639251,,,"(202) 561-0336",,fax,,,
538,1319844001361667,640700715075294,818433220295218,,,"(571) 320-1759",,voice,,Membership,
539,1118558741921381,"1158805154331276,596509168605852,1247441946122537,1189862050430597,842118695599527,1206515011255222,1249421918700941,956316316250592,943690370414778,1237618325820422,1330460837989046,1176914771702299,1248465838378546,822886605211738,609280054378490",1126607081226356,,,"(703) 896-7918",,voice,,"Main line for JSSA in Virginia.",
540,938559947702992,"1089414876670662,974973185011225,830345150121911,973083960423797",1108475181801971,,,"(202) 678-8060",,voice,,,
541,1005588549680598,,1172656271433522,,,"(202) 939-2400",,voice,,"DC Spanish Catholic Center Main Line",
542,634604766992517,,876886021673283,,,"(202) 234-8000",,voice,,,
543,,1149133594765984,1287549685614240,,,"(202) 302-6669",,voice,,,
544,1327111523498666,,949931067639251,,,"(202) 561-4178",,voice,,Office,
545,1153279049261324,"704832527436297,800852356091403,1006868535209989,837150649376459",928333992201735,,,"(202) 248-2877",,voice,,"Intake line for Mamatoto Village",
546,,803513081069526,,,,"(202) 797-4439",,voice,,"Whitman Walker testing and sexual health appointment line",
547,1160077532191340,"969104577757425,598047692449891,1231068953747206,874713157662589,977353834463418,659435743428113,565370307901606",1058892834992313,,,"(202) 388-0033",,voice,,,
548,,1244177955657488,1235669446637932,570995245057158,,"(202) 610-2014",,voice,,,
549,1133890153315802,772373540242764,,,,"(202) 299-0827",,fax,,,
550,815051886893035,,,,,"(301) 297-4050",,fax,,,
551,1115108116176359,,,,,"(202) 673-3230",,voice,,,
552,1288638701381373,1279930862215019,940973163563518,,,"(202) 722-2280",,voice,,,
553,754005286138744,852293839945847,864865232678877,,,"(202) 698-8037",,voice,,,
554,1142441892698286,1226514003731413,619974574898067,,,"(202) 464-9200",,voice,,,
555,,,1235669446637932,1176498717238569,,"(202) 610-5826",,voice,,,
556,1089626392255953,783958686086923,1140779289251086,,,"(202) 635-9053",,voice,,,
557,982525680938497,,1263332778268621,,,"(202) 745-8000 ext 4999",,voice,,,
558,1199113598082869,,808240584407061,,,"(571) 249-7069",,voice,,,
559,1200713312530612,,,,,"(202) 541-6255",,voice,,,
560,885249502385725,,876886021673283,,,"(202) 328-6609",,voice,,,
561,1078875042301972,,818433220295218,,,"(301) 431-4185",,voice,,Membership,
562,759315113269853,,1345471385548761,,,"(202) 442-7200",,voice,,"DHCD Main Office",
563,839573866990556,659284177800711,1206510419155059,639238471633901,,"(202) 587-0530",,voice,,"Bread for the City Women Empowered Program",
564,623911698639626,"938270944825871,1210054763234429",1275858156254689,,,"(202) 289-5690",,voice,,,
565,,1196312610753230,,,,"(202) 996-0690",,voice,,"SCC DC Food Pantry registration line",
566,853629829456714,"768947684418255,1044391885826553,943628495908545,1053662246534838,972287284892047",,,,"(202) 234-9404",,voice,,,
567,1328529263083601,"844054055268446,1252250942824064",1151822564676160,,,"(202) 543-4200",,voice,,,
568,,1115773035158894,1235669446637932,806301770553211,,"(202) 238-4605",,voice,,,
569,,"1316420247965579,851263054981026",,626003337816908,,"(202) 448-1442",,voice,,,
570,,1310979690934901,558598955804152,,,"(240) 290-3311",,voice,,,
571,752192406551414,833282615728356,540732570709574,,,"(202) 373-0246",,voice,,"Academy of Hope - Southeast Site (Ward 8)",
572,,1095621090051578,,,,"(202) 476-5166",,voice,,,
573,813552424554778,,,,,202-467-2737,,voice,,,
574,841012551878129,"1038206932789964,634163805498241",,,,"(202) 386-7020",,voice,,"Bread for the City medical clinic",
575,1117618456680683,,,,,"(202) 673-3207",,voice,,,
576,1277068906014383,,968658581917911,,,"(202) 724-5622",,voice,,,
577,1166859805809640,"1185563905796881,1217517912625492",1277014247696961,,,"(202) 462-9280",,fax,,,
578,957991424832394,,,,,"(202) 939-7627",,voice,,,
579,1288607908643209,573712074661708,948945946067736,,,"(202) 393-1909",,voice,,,
580,1293267778021809,1247040460584228,,,,"(202) 644-9854",,voice,,"CAFB Urban Garden",
581,1185094328556228,,1275858156254689,,,"(202) 244-7400",,voice,,,
582,,"1096380639922060,626995528078756,1250347715174689,1221858333494471,884845307034551",,,,"(202) 727-5355",,voice,,"DHS Call Center",
583,,1299123782574590,1203024767725850,,,"(202) 232-9022",,voice,,,
584,923156776542484,,,,,"(202) 673-3216",,voice,,,
585,,1200468711293825,,,,"(202) 442-6355",,voice,,"Veteran Affairs Supportive Housing (VASH)",
586,867088492370349,,,,,"(202) 645-4525",,voice,,,
587,1021458214239224,,1115745782915962,,,"(202) 537-4000",,voice,,,
588,1061235909513521,"953571703501099,971959192041438",,,,"(202) 541-3950",,voice,,"Adult Protective Services 24-hour Hotline",
589,1102714062099449,,1158824400866164,,,"(202) 387-9000",,voice,,,
590,760606739511356,,,,,"(301) 434-8985",,voice,,"SCC Montgomery County Clinic Main Line",
591,,937636854587265,997628202730998,1136645905861680,,"(202) 540-1056",,voice,,,
